model,Recall@10,NDCG@10,MRR@10,Catalogue coverage,Intra-list diversity,Category variety,Category coverage,Popularity novelty,Price dispersion
Top-25 returning-user relevance,0.07600092864228278,0.04223231411235209,0.03196367390585537,0.09921875,0.4799019509300551,0.6124744095734578,0.6045454545454545,11.26284700858998,0.9071428330637168
Diversity-aware reranker,0.07612756168084253,0.042312832720723954,0.03202959930023521,0.0988671875,0.484084672213987,0.639219307317279,0.6045454545454545,11.249758147126103,0.9182657287558909
